

    0.157429174011580856E-98    0.103426260515629201E+04    0.179132223129272461E+07    0.189571084797382361E+01    0.263984959721565238E+01
    0.160200155144124336E-98    0.103422370848676383E+04    0.217839002609252930E+07    0.353461080789566062E-01    0.186153900623321533E+01
    0.317426808930486858E-98    0.103285206195550268E+04    0.187088996171951294E+07    0.125706701934337617E+01    0.275682985782623291E+01
    0.823066827231078253E-98    0.103094248169904745E+04    0.151932424306869507E+07    0.157884731173515314E+01    0.183424524664878863E+01
    0.852267004328440901E-98    0.103086875676671934E+04    0.203357434272766113E+07    0.118115810215473171E+01    0.280200436115264884E+01
    0.154686010456334828E-97    0.102967259166023700E+04    0.216687065362930298E+07    0.106148528695106514E+01    0.286319349408149737E+01
    0.255826167334628065E-97    0.102866238994695868E+04    0.179316276311874390E+07    0.650901750326156603E+00    0.298726969957351685E+01
    0.696356151955663899E-97    0.102665566382285556E+04    0.178810590505599976E+07    0.166273664653301245E+01    0.265782694220542925E+01
    0.782451502365234855E-97    0.102641852242155255E+04    0.458879292011260986E+06    0.165084958314895625E+01    0.236829726099967974E+01
    0.879684280211736661E-97    0.102618026016570116E+04    0.443425476551055908E+06    0.165949015021324170E+00    0.163739670515060443E+01
    0.940302258034881815E-97    0.102604298355756691E+04    0.740629613399505615E+06    0.112619948625564570E+01    0.252050141692161578E+01
    0.978771778947589565E-97    0.102595878930921231E+04    0.210411036014556885E+07    0.189693268299102780E+01    0.187464608550071721E+01
    0.101827129046895233E-96    0.102587566299654031E+04    0.218178462982177734E+07    0.139919332146644582E+01    0.276239898204803458E+01
    0.121387742902722190E-96    0.102552023630299459E+04    0.151842302083969116E+07    0.128183014333248146E+01    0.267324588298797616E+01
    0.144586433467120571E-96    0.102516646115251456E+04    0.231091064214706421E+07    0.113106274783611305E+01    0.285458862185478202E+01
    0.147861599637842528E-96    0.102511766272359955E+04    0.162173277139663696E+07    0.785680621862411416E-01    0.182269975543022156E+01
    0.208025049242688563E-96    0.102443089911793231E+04    0.185503238439559937E+07    0.804195252060890153E+00    0.289177036285400391E+01
    0.238713641396202118E-96    0.102415168676009944E+04    0.219228869676589966E+07    0.103853943645954128E+01    0.286250460147857666E+01
    0.238810194415839855E-96    0.102414687797935403E+04    0.103969967365264893E+07    0.177996721506118782E+01    0.251214036941528329E+01
    0.805495054909307277E-96    0.102171130199405286E+04    0.204865819215774536E+07    0.168042472779750818E+01    0.268472863435745257E+01
    0.876073108570114293E-96    0.102153931703148407E+04    0.235880148410797119E+07    0.109739437878131874E+01    0.286573706269264239E+01
    0.188285131034979422E-95    0.102000513099832267E+04    0.174967145919799805E+07    0.151839607238769525E+01    0.266268769502639779E+01
    0.246317103269404269E-95    0.101946380644791361E+04    0.222346097230911255E+07    0.170429018676280974E+01    0.270083624124526978E+01
    0.431633436030635662E-95    0.101833789253427994E+04    0.208026748895645142E+07    0.887663391232490495E+00    0.288676895499229413E+01
    0.468754964967091466E-95    0.101816888559663096E+04    0.137965822219848633E+07    0.450914366245269760E+00    0.298860173225402814E+01
    0.498187056384349043E-95    0.101804309469149064E+04    0.799163818359375000E+06    0.102925783157348638E+01    0.254297983646392822E+01
    0.504712660900030260E-95    0.101801306737690106E+04    0.972741723060607910E+06    0.111429071664810175E+01    0.178081580996513367E+01
    0.516447931029534594E-95    0.101796309699033634E+04    0.204301893711090088E+07    0.981633191108703618E+00    0.283854318857193011E+01
    0.534662241801179584E-95    0.101788977548736534E+04    0.556753277778625488E+05    0.451775854229927054E+00    0.211227201819419896E+01
    0.786852153337912233E-95    0.101711296519554912E+04    0.588015854358673096E+06    0.273297914266586284E+00    0.275615025162696847E+01
    0.790671630735618382E-95    0.101709928043542129E+04    0.328805029392242432E+06    0.195438027918338775E+01    0.228026340007781991E+01
    0.133378466033185763E-94    0.101604949435613526E+04    0.111100584268569946E+07    0.183172671318054192E+01    0.251094412207603490E+01
