,0,1,2
0,16.4358406067,-15.9116706848,5.12395990881e-06
1,11.5006809235,-12.5405302048,4.95491758556e-06
2,-2.68776488304,-16.9015293121,0.000653908238746
3,-0.440262407064,-11.0589313507,4.25838443334e-05
4,1.0156724453,-3.68876075745,9.14640040719e-05
5,-9.45706653595,-19.9871292114,4.14805617766e-06
6,4.89966821671,6.42580938339,5.59484760743e-05
7,9.17286968231,14.7898550034,1.96250948648e-05
8,-2.17163157463,-3.03745031357,2.85684000119e-05
9,-0.851381599903,-0.706353724003,7.8964381828e-05
10,-6.41699838638,-9.77590179443,6.57842656437e-06
11,0.196467295289,8.14640045166,4.92639846925e-05
12,-1.99949872494,7.38950777054,0.000222102375119
13,2.4404361248,17.242565155,0.000108972206363
14,-7.8799123764,2.79438376427,9.27794644667e-06
15,-5.58982896805,7.80224275589,1.08716803879e-05
16,-0.375829130411,18.5538196564,0.000199267538846
17,-11.3666534424,13.6040353775,5.45659349882e-06
