

    0.345979572480986974E-98    0.102861615868723129E+04    0.217922508716583252E+07    0.210214108228683472E+07    0.151952598214149481E+01    0.280534916520118704E+01
    0.157999542685666630E-97    0.102557456369247188E+04    0.106272733211517334E+07    0.186566519737243652E+07    0.634490540623664834E+00    0.299489644169807434E+01
    0.434199103681100526E-97    0.102354874158344353E+04    0.553663551807403564E+06    0.723750114440917969E+06    0.316828618645668025E+00    0.282356455922126770E+01
    0.765214137464873129E-97    0.102241143654390555E+04    0.229985153675079346E+07    0.137423282861709595E+07    0.115356789827346790E+00    0.199132034778594980E+01
    0.128088729604314342E-96    0.102137713133613795E+04    0.212800008058547974E+07    0.115185767412185669E+07    0.941541203260421788E+00    0.275910174250602713E+01
    0.156824063249166739E-96    0.102096832866225805E+04    0.173056018352508545E+07    0.166605162620544434E+07    0.897114257216453548E+00    0.283913921713829032E+01
    0.217842484418015426E-96    0.102030703327757260E+04    0.227443420886993408E+07    0.266151970624923706E+07    0.286356164813041714E+00    0.203773379325866699E+01
    0.221696280455036918E-96    0.102026796110553551E+04    0.164598315954208374E+07    0.120881938934326172E+07    0.192471486985683438E+01    0.265977108478546143E+01
    0.301722524354024566E-96    0.101964756218074888E+04    0.223938345909118652E+06    0.251942074298858643E+07    0.187626254618167887E+01    0.272066962122917166E+01
    0.410984774507945776E-96    0.101902546544610584E+04    0.532175123691558838E+06    0.294221216440200806E+07    0.140434149205684666E+01    0.285769730210304251E+01
    0.138607160536812620E-95    0.101659012010026004E+04    0.289799487590789795E+07    0.583634912967681885E+06    0.139592623829841611E+01    0.266038557291030875E+01
    0.324033211318957538E-95    0.101488771556853226E+04    0.283564066886901855E+07    0.169231420755386353E+07    0.839220319390296954E+00    0.286907654404640189E+01
    0.455319915302703478E-95    0.101420340703287229E+04    0.199881845712661743E+07    0.276364320516586304E+07    0.181970739603042597E+01    0.280173007249832162E+01
    0.173377013814748624E-94    0.101152530042388923E+04    0.210927039384841919E+07    0.176002979278564453E+05    0.292346370816230772E+00    0.253127036094665536E+01
    0.218073665391443640E-94    0.101106257157106711E+04    0.200396740436553955E+07    0.194867205619812012E+07    0.177526728391647337E+01    0.273632763028144854E+01
    0.204403493936436974E-93    0.100658287532216411E+04    0.859760463237762451E+06    0.102595925331115723E+07    0.537362188696861254E+00    0.277426190972328168E+01
    0.324158799842382217E-93    0.100565660018839276E+04    0.236319959163665771E+06    0.945004463195800781E+06    0.599929132461547887E+00    0.269471774697303790E+01
    0.506805558118162543E-93    0.100475881239483431E+04    0.297999340295791626E+07    0.161488670110702515E+07    0.670000143051147412E+00    0.289427859783172625E+01
    0.254286877187333308E-92    0.100152897090493002E+04    0.145628035068511963E+07    0.278048211336135864E+07    0.362356176972389254E+00    0.201755217313766488E+01
    0.291754955776085699E-92    0.100125006852498507E+04    0.144048374891281128E+07    0.233145743608474731E+07    0.175167724490165710E+01    0.273948534727096549E+01
    0.481991781842563561E-92    0.100024204291221577E+04    0.214455038309097290E+07    0.228474801778793335E+07    0.756157125830650312E+00    0.295628244280815133E+01
    0.134967555186279242E-91    0.998178658018598640E+03    0.130021494626998901E+07    0.714879155158996582E+06    0.797493959665298457E+00    0.264495621323585528E+01
    0.140833622708701078E-91    0.998089568428073107E+03    0.833578705787658691E+06    0.294835406541824341E+07    0.183248026311397560E+01    0.275664435625076276E+01
    0.553285469326432864E-91    0.995348978678352296E+03    0.150758850574493408E+07    0.259559047222137451E+07    0.101278340101242059E+01    0.288500521779060382E+01
    0.111974251075154106E-90    0.993935018780313499E+03    0.139034825563430786E+07    0.227111274003982544E+07    0.175692279696464548E+01    0.198235692977905265E+01
    0.157702957182997136E-90    0.993246130176319298E+03    0.240897864103317261E+07    0.197390323877334595E+07    0.197988236367702486E+01    0.271282555460929853E+01
    0.215497856275665889E-90    0.992617654744176548E+03    0.270992445945739746E+07    0.160425996780395508E+07    0.160601235389709474E+01    0.271725482940673846E+01
    0.104765484120533938E-89    0.989450937746534805E+03    0.796541869640350342E+06    0.117258614301681519E+07    0.190283487796783457E+01    0.189754114747047442E+01
    0.165830205985584097E-89    0.988528457663074960E+03    0.149221801757812500E+07    0.255430376529693604E+07    0.113083809435367577E+01    0.283433758020400983E+01
    0.130116057884514780E-88    0.984404362685542537E+03    0.287467271089553833E+07    0.178490102291107178E+06    0.138893808722496043E+00    0.199320095777511597E+01
    0.524193790349828740E-88    0.981613493406109342E+03    0.787497282028198242E+06    0.250105315446853638E+07    0.313344829082489007E+00    0.197862832546234135E+01
    0.108525578606949455E-87    0.980154074324395651E+03    0.735866189002990723E+06    0.243709284067153931E+07    0.151056356549262993E+01    0.196192797422409049E+01
    0.124434644359421269E-87    0.979876484843510070E+03    0.989548981189727783E+06    0.134061133861541748E+07    0.171115718185901633E+01    0.260779417753219622E+01
    0.155792827555323687E-87    0.979422991917554100E+03    0.171016252040863037E+07    0.289417809247970581E+07    0.135118508577346796E+01    0.281212495565414411E+01
    0.273745294007405715E-87    0.978291649929562595E+03    0.224143266677856445E+04    0.280280202627182007E+07    0.184920757710933681E+01    0.267056052684783918E+01
    0.397867744153802355E-87    0.977539806811969356E+03    0.188177794218063354E+07    0.280880928039550781E+04    0.132618200719356527E+01    0.247050477862358075E+01
    0.728315405794980857E-87    0.976326577701668498E+03    0.157471525669097900E+07    0.808434247970581055E+06    0.160709078550338735E+01    0.258542787432670584E+01
    0.129293830189455988E-86    0.975174700788618566E+03    0.143150460720062256E+07    0.840075910091400146E+06    0.175740235030651082E+01    0.193596760630607623E+01
    0.208730182624153157E-86    0.974212791072484379E+03    0.489189684391021729E+06    0.136330693960189819E+07    0.334942402839660647E+00    0.294946848750114432E+01
    0.305801254013934660E-86    0.973445005135356269E+03    0.157518017292022705E+07    0.394187629222869873E+06    0.746175228357315090E+00    0.257196474075317383E+01
    0.711650497616312719E-86    0.971751702090340473E+03    0.173438340425491333E+07    0.228127384185791016E+07    0.692757279872894260E+00    0.290914092063903817E+01
    0.727149937705263236E-86    0.971704610527951445E+03    0.495325863361358643E+06    0.148663830757141113E+07    0.388064174056053146E+00    0.292303134202957171E+01
    0.143872411545544755E-85    0.970335851986101602E+03    0.267958563566207886E+07    0.236503010988235474E+07    0.690142688155174211E+00    0.205206996202468872E+01
    0.278430110129467081E-85    0.969011371584245921E+03    0.194540458917617798E+07    0.247109305858612061E+07    0.161348641157150263E+01    0.273278282880783063E+01
    0.759375005638729561E-85    0.967000714269962486E+03    0.147825962305068970E+07    0.195194453001022339E+07    0.195523204088211067E+01    0.197935062646865845E+01
    0.948745126573166614E-85    0.966551425353841523E+03    0.196742588281631470E+07    0.202892982959747314E+07    0.136613960623741160E+01    0.272108988761901838E+01
    0.120433654264006035E-84    0.966070337523320518E+03    0.163721215724945068E+07    0.984268605709075928E+06    0.363000365495681765E+00    0.279623410701751718E+01
    0.280596994175994479E-84    0.964374696640923503E+03    0.374541878700256348E+05    0.484576821327209473E+06    0.146557451128959659E+01    0.234704759120941198E+01
    0.287528964975616756E-84    0.964321888346075184E+03    0.186933463811874390E+07    0.159491962194442749E+07    0.194980275690555582E+01    0.263757975101470965E+01
