    0.288743734359741211E+07    0.714520437717437784E+00    0.113281645178794865E+01   -0.312666607549505122E+07   -0.621460743175560815E+01    1
    0.269875717163085938E+07    0.171634639263153077E+01    0.111825740933418283E+01   -0.284101996792553319E+07   -0.621660743175561681E+01    1
    0.277018833160400391E+07    0.256485554575920094E+00    0.114478572010993962E+01   -0.258257253977748984E+07   -0.621860743175561392E+01    1
    0.264207082986831665E+07    0.528843266963958780E+00    0.114525173902511601E+01   -0.230445234881004877E+07   -0.622060743175561814E+01    1
    0.284691524505615234E+07    0.129719826817512507E+01    0.116458070874214181E+01   -0.192905735574337142E+07   -0.622260743175562414E+01    1
    0.287392562627792358E+07    0.182626753866672509E+01    0.116396101117134099E+01   -0.182505409000191046E+07   -0.622460743175562925E+01    1
    0.173434388637542725E+07    0.118101363122463221E+01    0.110094007849693298E+01   -0.156577816495156870E+07   -0.622660743175562548E+01    1
    0.250470936298370361E+07    0.102901396274566648E+01    0.116665180325508122E+01   -0.151813447344110883E+07   -0.622860743175562526E+01    1
    0.286016643047332764E+07    0.272275349497795138E+00    0.119726681113243116E+01   -0.144526341675639106E+07   -0.623060743175562948E+01    1
    0.166166710853576660E+07    0.112628310859203329E+01    0.110467411875724797E+01   -0.139041684346632194E+07   -0.623260743175562393E+01    1
    0.217939549684524536E+07    0.142622943103313449E+01    0.115729292035102849E+01   -0.122638651897270419E+07   -0.623460743175563081E+01    1
    0.240505206584930420E+07    0.118358653783798215E+00    0.121200931668281564E+01   -0.847738345471131033E+06   -0.623660743175562082E+01    1
    0.256985735893249512E+07    0.141774692356586463E+01    0.121317555308341984E+01   -0.839827219894840266E+06   -0.623860743175562416E+01    1
    0.152921873331069946E+07    0.181276994466781627E+01    0.113023415207862854E+01   -0.800545359069550177E+06   -0.624060743175563726E+01    1
    0.135069018602371216E+07    0.128742560446262355E+01    0.111798493266105670E+01   -0.781947707308405079E+06   -0.624260743175562549E+01    1
    0.156437373161315918E+07    0.167780420541763298E+01    0.114300023913383497E+01   -0.735064053463154705E+06   -0.624460743175562794E+01    1
    0.246151989698410034E+07    0.701724322438240011E+00    0.123124304413795471E+01   -0.674694647220527288E+06   -0.624660743175561439E+01    1
    0.162738472223281860E+07    0.119536915481090555E+01    0.117497230768203753E+01   -0.579079722469382687E+06   -0.624860743175559463E+01    1
    0.114900237321853638E+07    0.168371387302875508E+01    0.111395304799079908E+01   -0.565636391644013464E+06   -0.625060743175561750E+01    1
    0.153352475166320801E+07    0.177651889085769654E+01    0.116632089018821716E+01   -0.526163234090679325E+06   -0.625260743175562173E+01    1
    0.238813716173171997E+07    0.657058370709419304E+00    0.124652665257453932E+01   -0.523699395144030277E+06   -0.625460743175560463E+01    1
    0.255266439914703369E+07    0.189489383995532990E+01    0.124332941174507150E+01   -0.516020691878645215E+06   -0.625660743175562306E+01    1
    0.252391523122787476E+07    0.195397319853305818E+01    0.125289101004600534E+01   -0.439992026923088182E+06   -0.625860743175563883E+01    1
    0.225170570611953735E+07    0.193008401691913600E+01    0.124019015431404123E+01   -0.420134882045432169E+06   -0.626060743175564038E+01    1
    0.262862527370452881E+07    0.952265805006027172E-01    0.128192993402481092E+01   -0.400399260102826345E+06   -0.626260743175563128E+01    1
    0.190018558502197266E+07    0.114750728785991662E+01    0.123979786038398743E+01   -0.346232158065056545E+06   -0.626460743175563195E+01    1
    0.139403879642486572E+07    0.173302246570587148E+01    0.118637612462043762E+01   -0.344855294842974748E+06   -0.626660743175561752E+01    1
    0.263754022121429443E+07    0.453542190790176408E-01    0.129577414989471440E+01   -0.316311266425096721E+06   -0.626860743175560398E+01    1
    0.180896508693695068E+07    0.137964467287063597E+01    0.124398534893989576E+01   -0.288306984465712274E+06   -0.627060743175561264E+01    1
    0.246168833971023560E+07    0.864586235880851706E+00    0.129465491175651559E+01   -0.285442057539067813E+06   -0.627260743175561153E+01    1
    0.996102333068847656E+06    0.127115649342536918E+01    0.115611264109611511E+01   -0.280101301361006394E+06   -0.627460743175562907E+01    1
    0.778386175632476807E+06    0.375349901914596551E+00    0.112288634181022662E+01   -0.276370521090708906E+06   -0.627660743175563507E+01    1
    0.974734783172607422E+06    0.234337496757507341E+00    0.116702507138252276E+01   -0.255700443561027816E+06   -0.627860743175562508E+01    1
    0.813185334205627441E+06    0.176764163851737965E+01    0.113231090903282183E+01   -0.233684209984485409E+06   -0.628060743175561775E+01    1
    0.177876430749893188E+07    0.186840406298637385E+01    0.125590592026710524E+01   -0.220454654386427748E+06   -0.628260743175562553E+01    1
    0.273567420244216919E+07    0.634070360660553001E-01    0.134081535935401930E+01   -0.189896581234545039E+06   -0.628460743175561731E+01    1
    0.101767158508300781E+07    0.151564898967742923E+01    0.119386855363845834E+01   -0.179072621116638504E+06   -0.628660743175561265E+01    1
