    0.284494221210479736E+07    0.275623333454132080E+07    0.166384734094142916E+01    0.111399483680725098E+01   -0.129371690357408784E+08   -0.731322031301616793E+01    1
    0.160294944047927856E+07    0.283534526824951172E+07    0.487788732647895795E+00    0.110278150439262390E+01   -0.101670144536837228E+08   -0.731388697968294998E+01    1
    0.235083729028701782E+07    0.208554124832153320E+07    0.114138814926147458E+01    0.111625652909278883E+01   -0.823044636332442425E+07   -0.731455364634964500E+01    1
    0.267829066514968872E+07    0.222947984933853149E+07    0.618789231181144705E+00    0.113603679537773150E+01   -0.812137959873555228E+07   -0.731522031301626363E+01    1
    0.279108327627182007E+07    0.278549158573150635E+07    0.113109026610851293E+01    0.115677208900451678E+01   -0.786654891094293166E+07   -0.731588697968293378E+01    1
    0.153404903411865234E+07    0.298058027029037476E+07    0.199397231221199034E+01    0.113014830946922307E+01   -0.669267017165678088E+07   -0.731655364634964744E+01    1
    0.269579118490219116E+07    0.282448589801788330E+07    0.134178605377674098E+01    0.116818609833717346E+01   -0.656880538988561090E+07   -0.731722031301625808E+01    1
    0.238185328245162964E+07    0.209337687492370605E+07    0.110497340917587272E+01    0.113752273321151742E+01   -0.648080736888066679E+07   -0.731788697968290158E+01    1
    0.269490194320678711E+07    0.118422049283981323E+07    0.166123061418533324E+01    0.111913203001022343E+01   -0.592295905730457976E+07   -0.731855364634957706E+01    1
    0.279989200830459595E+07    0.156151503324508667E+07    0.198866057395935059E+01    0.114046233296394361E+01   -0.562420443890144490E+07   -0.731922031301622944E+01    1
    0.272937405109405518E+07    0.180991923809051514E+07    0.176328070402145376E+01    0.114782690405845655E+01   -0.561155246664821357E+07   -0.731988697968291824E+01    1
    0.149544239044189453E+07    0.297451955080032349E+07    0.145499231219291691E+01    0.114760482311248779E+01   -0.559822087738108356E+07   -0.732055364634956618E+01    1
    0.151569199562072754E+07    0.177003782987594604E+07    0.349972242712974557E+00    0.110362962484359750E+01   -0.552503444690864161E+07   -0.732122031301620702E+01    1
