    0.298305487632751465E+07    0.152715200185775757E+07    0.166822274625301370E+01    0.110151255130767822E+01   -0.975636646930651926E+07   -0.621460743175560815E+01    1
    0.202189439535140991E+07    0.287563258409500122E+07    0.153391905426979086E+00    0.115400621294975281E+01   -0.666153890158332977E+07   -0.621660743175561681E+01    1
    0.266667330265045166E+07    0.108972197771072388E+07    0.194124018549919120E+01    0.110529608130455026E+01   -0.643765618045021221E+07   -0.621860743175561392E+01    1
    0.112930744886398315E+07    0.258159470558166504E+07    0.405040457248687757E+00    0.112616047859191903E+01   -0.546637698880017269E+07   -0.622060743175561814E+01    1
    0.245352959632873535E+07    0.221378910541534424E+07    0.298106111288070685E+00    0.116258277297019963E+01   -0.532871289847541042E+07   -0.622260743175562414E+01    1
    0.233652734756469727E+07    0.104121887683868408E+07    0.905950469374656731E+00    0.110896975994110125E+01   -0.522178980979037471E+07   -0.622460743175562925E+01    1
    0.981584966182708740E+06    0.230841332674026489E+07    0.187966366231441495E+01    0.111421476602554326E+01   -0.436590634240757488E+07   -0.622660743175562548E+01    1
    0.208423894643783569E+07    0.126630485057830811E+07    0.170947109460830693E+01    0.113217036724090581E+01   -0.374604583848738717E+07   -0.622860743175562526E+01    1
    0.208213502168655396E+07    0.125236845016479492E+07    0.154086070895195015E+01    0.113702217340469369E+01   -0.352981391843490582E+07   -0.623060743175562948E+01    1
    0.255369722843170166E+07    0.103917485475540161E+07    0.782632550597190835E+00    0.115802711248397827E+01   -0.323133996929392219E+07   -0.623260743175562393E+01    1
    0.234277725219726562E+07    0.113755810260772705E+07    0.103645867109298698E+00    0.115560641884803772E+01   -0.318109469905985612E+07   -0.623460743175563081E+01    1
    0.258697253465652466E+07    0.104106581211090088E+07    0.250072848200798004E+00    0.116456055045127882E+01   -0.306799096695553930E+07   -0.623660743175562082E+01    1
    0.137334769964218140E+07    0.117483025789260864E+07    0.140797852993011485E+01    0.110985921621322636E+01   -0.291788027501501702E+07   -0.623860743175562416E+01    1
    0.204264718294143677E+07    0.112741041183471680E+07    0.123346577882766720E+00    0.115184644460678109E+01   -0.279474698460118147E+07   -0.624060743175563726E+01    1
