    0.268685102462768555E+07    0.283381944894790649E+07    0.464738265275955187E+00    0.111817066073417681E+01   -0.128128192849413212E+08   -0.621460743175560815E+01    1
    0.227391135692596436E+07    0.275316631793975830E+07    0.112425007760524753E+01    0.110504444241523747E+01   -0.120072762008346189E+08   -0.621660743175561681E+01    1
    0.114867568016052246E+07    0.258483266830444336E+07    0.186296761035919189E+00    0.110260041952133192E+01   -0.730279901696864422E+07   -0.621860743175561392E+01    1
    0.117327475547790527E+07    0.269160586595535278E+07    0.587563701868057287E+00    0.111041934490203875E+01   -0.704936850522934180E+07   -0.622060743175561814E+01    1
    0.215486115217208862E+07    0.221004813909530640E+07    0.144346820533275610E+01    0.114374677538871783E+01   -0.554882701349315327E+07   -0.622260743175562414E+01    1
    0.106759589910507202E+07    0.296734178066253662E+07    0.227604890465736398E+00    0.114188009500503540E+01   -0.539951929282418266E+07   -0.622460743175562925E+01    1
    0.226592910289764404E+07    0.209158569574356079E+07    0.715959690809249927E+00    0.117016761302948002E+01   -0.415121638254494732E+07   -0.622660743175562548E+01    1
    0.143223953247070312E+07    0.146319079399108887E+07    0.334339135885238670E+00    0.111106248497962956E+01   -0.390898458135735197E+07   -0.622860743175562526E+01    1
    0.125383597612380981E+07    0.229532843828201294E+07    0.109973058521747591E+01    0.114543327689170837E+01   -0.375292845745240711E+07   -0.623060743175562948E+01    1
    0.180970305204391479E+07    0.213045376539230347E+07    0.520089609622955362E+00    0.116728339195251474E+01   -0.360532853642267408E+07   -0.623260743175562393E+01    1
    0.204547709226608276E+07    0.242473804950714111E+07    0.180368203520774850E+01    0.121053413748741168E+01   -0.238216154459809745E+07   -0.623460743175563081E+01    1
    0.503903567790985107E+06    0.267663198709487915E+07    0.998037758469581648E+00    0.116907385587692270E+01   -0.232401884794618888E+07   -0.623660743175562082E+01    1
    0.179152482748031616E+07    0.104147118330001831E+07    0.221203689575195317E+00    0.115870230197906499E+01   -0.206309300469113956E+07   -0.623860743175562416E+01    1
    0.209548133611679077E+07    0.129371112585067749E+07    0.921642645597457899E+00    0.118868492841720585E+01   -0.195159494184978772E+07   -0.624060743175563726E+01    1
    0.149680155515670776E+07    0.166936844587326050E+07    0.195689618468284610E+01    0.117916024923324603E+01   -0.181367312792911963E+07   -0.624260743175562549E+01    1
    0.356894731521606445E+06    0.161377215385437012E+07    0.689549977779388423E+00    0.111711484193801880E+01   -0.174113105553736631E+07   -0.624460743175562794E+01    1
    0.175187909603118896E+07    0.100706434249877930E+07    0.430772414207458487E+00    0.117080124020576481E+01   -0.167617546815793891E+07   -0.624660743175561439E+01    1
    0.267120516300201416E+07    0.284463536739349365E+07    0.136110667586326617E+00    0.128448018431663513E+01   -0.144988651527563808E+07   -0.624860743175559463E+01    1
    0.190468186140060425E+07    0.908463120460510254E+06    0.138952800273895272E+01    0.118498837351799025E+01   -0.138738511594894552E+07   -0.625060743175561750E+01    1
    0.143952959775924683E+07    0.118113148212432861E+07    0.197747285425663000E+01    0.117702981233596815E+01   -0.129430034121435904E+07   -0.625260743175562173E+01    1
    0.139695346355438232E+06    0.190463018417358398E+07    0.140261775255203253E+00    0.115159061551094055E+01   -0.128952553015359864E+07   -0.625460743175560463E+01    1
    0.259982961416244507E+07    0.162842434644699097E+07    0.169147378861904141E+01    0.124890895485877995E+01   -0.127134048268147185E+07   -0.625660743175562306E+01    1
    0.174081856012344360E+07    0.277794599533081055E+06    0.226884552240371712E+00    0.114650155305862445E+01   -0.120531272545236046E+07   -0.625860743175563883E+01    1
    0.251824378967285156E+07    0.315760374069213867E+06    0.318360627293586718E+00    0.119871469736099256E+01   -0.117773863045351137E+07   -0.626060743175564038E+01    1
    0.496096372604370117E+06    0.175026440620422363E+07    0.557327407002449093E+00    0.117321276068687452E+01   -0.115474357818111847E+07   -0.626260743175563128E+01    1
