    0.268448656797409058E+07    0.234460133314132690E+07    0.252324157357215872E+01    0.157084245979785919E+01    0.110867055654525770E+01   -0.718343634378459863E+07   -0.621460743175560815E+01    1
    0.266852903366088867E+07    0.209281164407730103E+07    0.234910777807235727E+01    0.160568094849586496E+01    0.110974223017692575E+01   -0.718200263464997988E+07   -0.621660743175561681E+01    1
    0.216455090045928955E+07    0.187958228588104248E+07    0.220698955655097961E+01    0.699258471727371211E+00    0.111256971359252943E+01   -0.572425999085482117E+07   -0.621860743175561392E+01    1
    0.222311103343963623E+07    0.228209137916564941E+07    0.244070058465003958E+01    0.306630370616912840E+00    0.111545019745826735E+01   -0.556601450878222659E+07   -0.622060743175561814E+01    1
    0.140244823694229126E+07    0.181469875574111938E+07    0.228382240533828762E+01    0.157526032865047450E+01    0.111051096320152287E+01   -0.366030522447258467E+07   -0.622260743175562414E+01    1
    0.276994782686233521E+07    0.728854000568389893E+06    0.229407866597175625E+01    0.690570051670074458E+00    0.111672107577323931E+01   -0.341228049939471437E+07   -0.622460743175562925E+01    1
    0.834171473979949951E+06    0.232819461822509766E+07    0.275444432497024527E+01    0.146726451277732850E+01    0.110454671382904057E+01   -0.333619397149525490E+07   -0.622660743175562548E+01    1
    0.182133150100708008E+07    0.120495450496673584E+07    0.230298200249671936E+01    0.445460529327392607E+00    0.111722424030303968E+01   -0.277103626346029900E+07   -0.622860743175562526E+01    1
    0.661743700504302979E+06    0.256085425615310669E+07    0.245552899241447475E+01    0.102614601314067833E+01    0.115561604499816895E+01   -0.241493428275050595E+07   -0.623060743175562948E+01    1
    0.207192885875701904E+07    0.292660760879516602E+07    0.297385432124137861E+01    0.179319840371608730E+01    0.116392816901206975E+01   -0.203273062777164252E+07   -0.623260743175562393E+01    1
    0.146423059701919556E+07    0.190566837787628174E+07    0.269305645227432233E+01    0.148827400207519522E+01    0.114616452455520634E+01   -0.195774681591081643E+07   -0.623460743175563081E+01    1
    0.145674312114715576E+07    0.182267045974731445E+07    0.220599806904792795E+01    0.191781063020229348E+01    0.116634104847908038E+01   -0.193426756496171979E+07   -0.623660743175562082E+01    1
    0.243898719549179077E+07    0.852804064750671387E+06    0.259451182484626797E+01    0.109067019402980803E+01    0.113142337799072279E+01   -0.181876529593513557E+07   -0.623860743175562416E+01    1
    0.106550520658493042E+07    0.141766458749771118E+07    0.246802733540534991E+01    0.147199397861957548E+01    0.112717167735099810E+01   -0.167588874142458034E+07   -0.624060743175563726E+01    1
    0.278968191146850586E+07    0.124568563699722290E+07    0.253874272704124460E+01    0.935969583392143201E+00    0.119379233717918409E+01   -0.144404404830171680E+07   -0.624260743175562549E+01    1
    0.166929548978805542E+07    0.616969048976898193E+06    0.224550511240959194E+01    0.143888878524303432E+01    0.112703430652618408E+01   -0.141870126149723958E+07   -0.624460743175562794E+01    1
    0.143006533384323120E+07    0.136853778362274170E+07    0.259269720911979684E+01    0.174386680006980899E+01    0.114701139926910400E+01   -0.136522028106315248E+07   -0.624660743175561439E+01    1
    0.618121147155761719E+06    0.147042113542556763E+07    0.268975460529327393E+01    0.381700692176818845E+00    0.110962116718292236E+01   -0.136329040625851299E+07   -0.624860743175559463E+01    1
    0.254709488153457642E+07    0.142400461435317993E+07    0.218743326067924526E+01    0.186866074204444876E+01    0.122106650471687317E+01   -0.130809956905940222E+07   -0.625060743175561750E+01    1
    0.534327149391174316E+06    0.185065019130706787E+07    0.236596220135688773E+01    0.216302827596664443E+00    0.114012462496757516E+01   -0.121810934927477315E+07   -0.625260743175562173E+01    1
    0.146161973476409912E+06    0.149634861946105957E+07    0.221179695725441006E+01    0.158905564188957205E+01    0.110655699372291583E+01   -0.120051865445146873E+07   -0.625460743175560463E+01    1
    0.213317120075225830E+07    0.241264343261718750E+06    0.219362902045249930E+01    0.187449734389781941E+01    0.115598999261856084E+01   -0.104312129545521294E+07   -0.625660743175562306E+01    1
    0.272919827699661255E+07    0.148353177309036255E+07    0.253650202751159659E+01    0.114200505673885355E+01    0.123791838288307199E+01   -0.919666958050788497E+06   -0.625860743175563883E+01    1
    0.222417014837265015E+07    0.268258756399154663E+07    0.233557542562484732E+01    0.166997027516365049E+01    0.128120106458663940E+01   -0.891855987844744697E+06   -0.626060743175564038E+01    1
    0.905967950820922852E+05    0.212295734882354736E+07    0.308241114020347595E+01    0.191892654359340664E+01    0.117562597990036011E+01   -0.839737550881268457E+06   -0.626260743175563128E+01    1
    0.240990757942199707E+06    0.138211852312088013E+07    0.280274857282638568E+01    0.176470418155193332E+01    0.112313061952590942E+01   -0.802899466112565249E+06   -0.626460743175563195E+01    1
    0.166635024547576904E+07    0.259150761365890503E+07    0.275983424186706561E+01    0.737488943338394209E+00    0.125496765375137342E+01   -0.795499902431561379E+06   -0.626660743175561752E+01    1
    0.184301930665969849E+07    0.235631704330444336E+06    0.261688338518142682E+01    0.511183415651321416E+00    0.110811190009117144E+01   -0.795183841628332157E+06   -0.626860743175560398E+01    1
    0.235532069206237793E+07    0.162681519985198975E+07    0.236722316741943350E+01    0.167005543947219848E+01    0.125585597753524780E+01   -0.773733590170875192E+06   -0.627060743175561264E+01    1
    0.142148119211196899E+07    0.552426338195800781E+06    0.270656235814094526E+01    0.168131835997104639E+01    0.110556719899177569E+01   -0.729873943700924632E+06   -0.627260743175561153E+01    1
    0.176502138376235962E+07    0.114473766088485718E+07    0.222416652441024798E+01    0.603102815151214597E-01    0.117412316799163818E+01   -0.694724133952965960E+06   -0.627460743175562907E+01    1
