

    0.150601909255657462E-98    0.103475630404521939E+04    0.236312198638916016E+07    0.156539372324943549E+01    0.189747070670127860E+01
    0.594747481242536001E-98    0.103200531020273343E+04    0.228079265356063843E+07    0.199695496082305901E+01    0.269220305681228655E+01
    0.782023886157736287E-98    0.103145381346103591E+04    0.183671844005584717E+07    0.177150119483470925E+01    0.185704189538955688E+01
    0.150959937753852525E-97    0.103013438486767336E+04    0.574919879436492920E+06    0.144788773477077481E+01    0.243324999213218707E+01
    0.238878137819070496E-97    0.102921250676853401E+04    0.182055258750915527E+07    0.131489892244338979E+01    0.273245486021041861E+01
    0.373293232409740948E-97    0.102831568533179575E+04    0.181449043750762939E+07    0.737297976016998313E+00    0.295034763813018808E+01
    0.169995145304095378E-96    0.102527970389991924E+04    0.377731919288635254E+06    0.838931258916854827E+00    0.242164674401283264E+01
    0.255063768877472507E-96    0.102446421648328601E+04    0.148847061395645142E+07    0.555207551121711718E+00    0.297051498889923105E+01
    0.325388497219732277E-96    0.102397320397014016E+04    0.166551429033279419E+07    0.448251973390579206E+00    0.185760417580604553E+01
    0.442109728277623760E-96    0.102335612744855587E+04    0.197968786954879761E+07    0.767158385515212982E+00    0.296279889345169067E+01
    0.541057672807869719E-96    0.102294819190464341E+04    0.125530225038528442E+07    0.174007781863212596E+01    0.255690151453018188E+01
    0.808358107556379959E-96    0.102214123333362045E+04    0.677938342094421387E+06    0.860812318325042680E+00    0.254308832883834857E+01
    0.114088584939420502E-95    0.102144812305812457E+04    0.272706878185272217E+07    0.157746712803840627E+01    0.280028422474861127E+01
    0.115510983896766640E-95    0.102141934222491966E+04    0.102109175920486450E+07    0.181021050810813899E+01    0.250274377465248143E+01
    0.191165194331797741E-95    0.102040779758108135E+04    0.187931728363037109E+07    0.967323926687240654E+00    0.282528990507125854E+01
    0.193615287357710365E-94    0.101577315701645955E+04    0.152197712659835815E+07    0.585936802625656172E+00    0.292471229434013358E+01
    0.205536891197434907E-94    0.101564965221309149E+04    0.269845354557037354E+07    0.138085120677948003E+01    0.283011305928230295E+01
