    0.391799660334841537E+05    0.464498001106144693E+04   -0.353380676801321101E+03
    0.593277439169736535E+05    0.237807537092271150E+04   -0.351908377764812712E+03
    0.816891930471916130E+05    0.246789883301687860E+04   -0.350996333331199821E+03
    0.958305775506877690E+05    0.247482651378877426E+04   -0.350931170293622188E+03
    0.235944345604745467E+05    0.427610456753634389E+04   -0.350730968706550868E+03
    0.121284676828325973E+05    0.251477207860409862E+04   -0.350569373927700667E+03
    0.100537068825132246E+05    0.423823248470567705E+04   -0.350495801387667541E+03
    0.933804507197024213E+04    0.422871549926238004E+04   -0.350437855353550049E+03
    0.333889484405517578E+05    0.422050356864929199E+04   -0.350388229839992164E+03
    0.155778023121934475E+05    0.253912548618504525E+04   -0.350360237594866192E+03
    0.183773055842506692E+05    0.255308102994235423E+04   -0.350244218572093871E+03
    0.924421877316609316E+05    0.419376832566551730E+04   -0.350229086028340646E+03
    0.183156251907348633E+05    0.418447256088256836E+04   -0.350174625794519045E+03
    0.149283760868419831E+05    0.257135007712210427E+04   -0.350096489392723527E+03
    0.527122743253783483E+05    0.416996087765776610E+04   -0.350090515928361242E+03
    0.497423763759929934E+05    0.257654528246879636E+04   -0.350055330339200452E+03
    0.146490030516633178E+05    0.416359642549895307E+04   -0.350053978525112541E+03
    0.738507575121652917E+05    0.416268624236725009E+04   -0.350048770849057519E+03
    0.825676416661541298E+05    0.258126167132218779E+04   -0.350018288671919720E+03
    0.165719680132235189E+05    0.258383289885261456E+04   -0.349998224152436364E+03
    0.318078230876301059E+05    0.258745676897489693E+04   -0.349970100002484514E+03
    0.321630657877304111E+05    0.414029510231004133E+04   -0.349922048224869229E+03
    0.307199483173059889E+05    0.413961358268035838E+04   -0.349918233214620273E+03
    0.511194437862291761E+04    0.411149649144943760E+04   -0.349763022630772696E+03
    0.803245124741042673E+04    0.262854512160909098E+04   -0.349663723728884065E+03
    0.149158141824613153E+04    0.408620270038763783E+04   -0.349627071706243100E+03
    0.791681431165512622E+05    0.264787894417490907E+04   -0.349527381775589447E+03
    0.571431631525862613E+05    0.406236931260158099E+04   -0.349502195266497779E+03
    0.867431853294356843E+05    0.406002854406188135E+04   -0.349490100849433531E+03
    0.950640936461569217E+05    0.265442265032627256E+04   -0.349482350200781525E+03
    0.842529676316318510E+05    0.404930721400566517E+04   -0.349435096611724873E+03
    0.404610517315954130E+05    0.266581622558755544E+04   -0.349405276090609732E+03
    0.477346360683441162E+05    0.403542518615722656E+04   -0.349364835545488688E+03
    0.275521244240109045E+05    0.402933840007824301E+04   -0.349334371408757079E+03
    0.558491389015561144E+05    0.401280629139863868E+04   -0.349252690134035220E+03
    0.603707735101986691E+05    0.399327003382609473E+04   -0.349158180021901444E+03
    0.966616793120104121E+05    0.270689649681010951E+04   -0.349141231323651141E+03
    0.657544467040697346E+05    0.271155286371219745E+04   -0.349112651492384032E+03
    0.558703028981364914E+05    0.397740334712343974E+04   -0.349083041548036363E+03
    0.269441288991189467E+05    0.271978575938996346E+04   -0.349062782974294407E+03
