    0.268487067028325005E+07    0.185804823381213097E+00    0.242430121456864578E+01   -0.303417790264030884E+03
    0.848467613910503569E+06    0.301350887807962306E-01    0.243375418912226271E+01   -0.302449073255389862E+03
    0.270358551990817860E+07    0.834815907411153718E-01    0.250145455368721770E+01   -0.300942601248867788E+03
    0.292493372153994907E+07    0.898587601110807377E-01    0.245014072878887124E+01   -0.300561517401925698E+03
    0.253076546510757413E+07    0.699635236996282439E-01    0.250542878696948890E+01   -0.300057471631862995E+03
    0.109658574567584833E+07    0.447871054395215865E-01    0.237806762364592217E+01   -0.299818485804061368E+03
    0.193586883702907758E+07    0.569916573999363976E-01    0.248842295302717442E+01   -0.299129755549269589E+03
    0.127975663218413177E+07    0.220853165733211759E-01    0.236438373448979000E+01   -0.298786352385978432E+03
    0.294124733669626387E+07    0.464682838175570004E-01    0.243623547550838548E+01   -0.298768128745511092E+03
    0.165434975029498897E+07    0.482537580280185882E-01    0.247760382266871826E+01   -0.298749457941348624E+03
    0.178554978999191755E+07    0.686825524663407100E-01    0.244986740512452617E+01   -0.298461222191700585E+03
    0.202115128161826381E+07    0.492357263464772224E-01    0.249867818765185801E+01   -0.298420741052171820E+03
    0.200172309797730763E+07    0.113887131258725849E-01    0.237035929055278327E+01   -0.298257937775825440E+03
    0.290813421243590908E+07    0.514945045089509126E-01    0.244754913043614852E+01   -0.298224300842515788E+03
    0.252070439940862637E+07    0.543605020134243777E-01    0.242312452193784944E+01   -0.298205039394333426E+03
    0.101101281113452907E+07    0.266437279544072883E-01    0.241319028859576790E+01   -0.298158027120353609E+03
    0.137081055410990538E+07    0.206504982047422923E-01    0.247735650616370240E+01   -0.298056856158516950E+03
    0.291935329124057200E+07    0.577045913223310780E-01    0.248707514651011108E+01   -0.298043801779780381E+03
    0.265736441367674340E+07    0.637626421184703807E-01    0.245443344968747290E+01   -0.297965786646431695E+03
    0.244957723848522687E+07    0.174575940674318655E-01    0.256736356670260690E+01   -0.297783636949556239E+03
    0.263089583312870655E+07    0.616112528482137198E-01    0.247185291495369786E+01   -0.297677065684688273E+03
    0.192220263466978609E+07    0.301690047592907823E-01    0.238274197595847914E+01   -0.297578638065779899E+03
    0.295633932646185532E+07    0.299198611937865760E-01    0.242763899391738480E+01   -0.297504580503231466E+03
    0.203477825519538578E+07    0.635954503374735886E-01    0.245023175906326429E+01   -0.297334359494337662E+03
    0.135893479250605917E+07    0.474927940125495010E-01    0.240766195981929965E+01   -0.297321343866879261E+03
    0.265037744249519659E+07    0.236681185077410421E-01    0.257585326754879329E+01   -0.297245751479785554E+03
    0.234643091219397774E+07    0.618196101177406199E-01    0.245844465972167736E+01   -0.297212856743854218E+03
    0.274284796054493729E+07    0.478480559570965552E-01    0.250955878979445668E+01   -0.297201469362055775E+03
    0.198697643246679124E+07    0.589324350421599821E-01    0.245716178128074603E+01   -0.297153934706647476E+03
    0.288066992763198772E+07    0.319638546161414641E-01    0.242980697864122241E+01   -0.297093333848965074E+03
    0.182197077596611623E+07    0.166954069689298698E-01    0.251012149360173531E+01   -0.296983605103140121E+03
    0.134854651641078759E+07    0.119036120507395853E-01    0.244417547708702454E+01   -0.296982754120937614E+03
    0.133655730427011219E+07    0.433737250622272183E-01    0.241282206512385855E+01   -0.296955678806884180E+03
    0.207673630998514942E+07    0.574881061151385139E-01    0.246000471631078632E+01   -0.296922295690190822E+03
    0.176340498092382494E+07    0.241986904697412894E-01    0.250548144358270486E+01   -0.296895276646769958E+03
    0.297816878177311597E+07    0.381776506340845562E-01    0.253824572617288791E+01   -0.296864941946536362E+03
    0.143383434466059739E+07    0.288039877974232972E-01    0.238108912798664729E+01   -0.296862862387046505E+03
    0.243850905860557733E+07    0.272526222208156962E-01    0.255122153954481856E+01   -0.296805171183676350E+03
    0.291582406874217978E+07    0.143983891911691302E-01    0.256741139443091670E+01   -0.296802026985595205E+03
    0.111971276359898341E+07    0.253086842077607302E-01    0.240121601068470270E+01   -0.296789421881570036E+03
    0.152058874284089007E+07    0.354507444072717295E-01    0.246363432501693769E+01   -0.296768646539843189E+03
    0.254572714994537411E+07    0.478311713034523453E-01    0.243665002042755940E+01   -0.296762421224727348E+03
    0.194823248304467858E+07    0.583425689737915240E-01    0.244049550690538375E+01   -0.296749253647185242E+03
    0.161427627903910121E+07    0.465979544645977323E-01    0.244940811150261251E+01   -0.296741121600270162E+03
    0.143958443581658020E+07    0.343780912016206572E-01    0.245575650970534465E+01   -0.296731406080155352E+03
    0.179811717504235287E+07    0.319361521918210683E-01    0.238744432874689938E+01   -0.296720394323360722E+03
    0.140089103284434602E+07    0.390543768149416090E-01    0.239635457919853145E+01   -0.296707952335042023E+03
    0.235090219897471042E+07    0.297734497785551028E-01    0.240324775639873689E+01   -0.296608013017108874E+03
    0.232626713862687116E+07    0.531957812301913774E-01    0.247283868754458913E+01   -0.296588135975195087E+03
    0.227914051166442269E+07    0.294177334095643700E-01    0.253393109407082440E+01   -0.296568132660153424E+03
    0.258549621032318706E+07    0.336005420690433099E-01    0.241977236062139234E+01   -0.296559255468281265E+03
    0.224656205810707342E+07    0.293422405783569859E-01    0.253178201549492154E+01   -0.296550008811917849E+03
    0.172741670205722796E+07    0.474600586676316230E-01    0.245365190278961176E+01   -0.296491163989229506E+03
    0.270284511816896917E+07    0.423765873816921296E-01    0.251199321468015491E+01   -0.296441778047565833E+03
    0.113294905688800989E+07    0.193315169777319058E-01    0.240489590893972327E+01   -0.296406980465022627E+03
