    0.243957245526782586E+06    0.148090136044874950E+07    0.225835441631981118E-01    0.206770820584386072E+01   -0.293023956639981805E+03
    0.295485791614593798E+07    0.217419135096514784E+07    0.316527804472277047E-01    0.243715342944940261E+01   -0.292865640890103521E+03
    0.487457029649478849E+06    0.740789387177162222E+06    0.281400069113453666E+00    0.211740103441083827E+01   -0.292059966352069182E+03
    0.178969947595911194E+07    0.264183755018309597E+07    0.408911843692109783E-01    0.241621234542581398E+01   -0.291803596093998522E+03
    0.271496689339659060E+06    0.217249761674415378E+06    0.989415614537208499E-01    0.190931939821648644E+01   -0.291698856242525267E+03
    0.889978893432981917E+06    0.274687205507172784E+07    0.596199668026066859E-01    0.225209785695800013E+01   -0.291404755934210243E+03
    0.535552217866316787E+06    0.717466634965092875E+06    0.280746466602444067E+00    0.204390675768489416E+01   -0.291095512799778703E+03
    0.105290951404642616E+07    0.187275380228175945E+07    0.999921389164721008E-01    0.229139012204302972E+01   -0.290933170404458565E+03
    0.266484001486047823E+07    0.247100529286448611E+07    0.542393846003436514E-01    0.229877134675173878E+01   -0.290911362275104750E+03
    0.148723171383337525E+06    0.120345015126036783E+07    0.286401894811052882E+00    0.206942987640531939E+01   -0.290872737214862013E+03
    0.758998213369709789E+06    0.275055887553032069E+07    0.708870186989159906E-01    0.229020988009565940E+01   -0.290714164258413064E+03
    0.422853379150088062E+06    0.389773334079570021E+06    0.268114368233298650E+00    0.202700428202008442E+01   -0.290639048373985986E+03
    0.319650224340403860E+06    0.319293114064491354E+06    0.171589710876638685E+00    0.194304456936121039E+01   -0.290522588857235178E+03
    0.502859275601500936E+06    0.173490038869708660E+07    0.208101865992486285E+00    0.219198142604278523E+01   -0.290505476037738333E+03
    0.174452448811153462E+07    0.127556043225312489E+07    0.151158695773707441E+00    0.224078663694764435E+01   -0.290461415160827130E+03
    0.130750334568845923E+07    0.284741862899296684E+07    0.168335562579893551E-01    0.236719625342216045E+01   -0.290393599355174331E+03
    0.754637736009516055E+06    0.282916231749300985E+07    0.536556834001185867E-01    0.226962064697992627E+01   -0.290376415807695935E+03
    0.121763420779943746E+07    0.167151257114111423E+07    0.103539078233807175E+00    0.227917190556922389E+01   -0.290359669422879165E+03
    0.161926821485580367E+05    0.144743231368122017E+07    0.211500771654842074E+00    0.210433920963333110E+01   -0.290352884573927611E+03
    0.234829397166553419E+07    0.162291658350461395E+07    0.121522606233947922E+00    0.226911832217333664E+01   -0.290330288426833874E+03
